"ID","Title","Link","Content","Gold Label"
"50","بیس بال یونائیٹڈ عرب کلاسک میں پاکستان کی مسلسل دوسری فتح","https://urdu.geo.tv/latest/386032-","بیس بال یونائیٹڈ عرب کلاسک میں ٹیم پاکستان نے مسلسل دوسری فتح حاصل کرلی۔ پاکستان نے ایونٹ کے اپنے دوسرے میچ میں متحدہ عرب امارات کو شکست دی، میزبان یو اے ای کے خلاف پاکستان ٹیم 3-10 کے اسکور سے کامیاب ہوئی۔ اس سے قبل پاکستان نے پہلے میچ میں بنگلادیش کو 0-10 سے شکست دی تھی۔ ایونٹ میں پاکستان ٹیم جمعے کے روز روایتی حریف بھارت سے مقابلہ کرے گی، پاکستان ٹیم دو میں سے دو میچز جیت کر گروپ میں اب تک سرفہرست ہے۔ ","sports"
"51","پاکستان فٹبال فیڈریشن کے آئین میں ترامیم کیلئے غیر معمولی کانگریس اجلاس طلب","https://urdu.geo.tv/latest/386024-","پاکستان فٹبال فیڈریشن (پی ایف ایف)  کی نارملائزیشن کمیٹی نے پی ایف ایف آئین میں ترامیم کے لیے 19 نومبر کو لاہور میں غیر معمولی کانگریس اجلاس طلب کرلیا ہے۔ پی ایف ایف ذرائع کے مطابق ان ترامیم کا مقصد انتخابی عمل کو فیفا کی ہدایات کے مطابق ہم آہنگ کرنا ہے۔ ذرائع کے مطابق اس اجلاس میں پی ایف ایف کے آئین کے آرٹیکل 38 اور آرٹیکل 90 میں ترامیم پر غور کیا جائےگا۔ یہ ترامیم انتخابی قواعد و ضوابط اور صدر کے عہدے کے امیدواروں کی اہلیت سے متعلق ہیں۔ ذرائع کا کہنا ہے کہ اجلاس میں آئین کے ان دو آرٹیکلز  میں ترامیم متعارف کرائی جائیں گی۔ فی الحال آرٹیکل 38 (4) کے تحت صدارتی امیدوار  بننے کے لیے لازمی ہے کہ امیدوار نے  پچھلے پانچ سال میں سے دو سال پی ایف ایف کانگریس، ایگزیکٹو کمیٹی یا کسی سرکاری عہدے  پرکام کیا ہو، تاہم تجویز کردہ ترامیم سے اس شرط میں نرمی دی جائےگی۔ آرٹیکل 90 میں مجوزہ ترامیم انتخابی شیڈول اور طریقہ کار سے متعلق ہیں۔ فی الحال آرٹیکل 90 کے تحت ضلعی، صوبائی اور فیڈریشن سطح کے انتخابات کا شیڈول 31 جنوری تک طے ہونا لازمی ہے جب کہ انتخابات 31 جولائی تک مکمل ہونے چاہئیں اور نئی منتخب باڈی کو  یکم ستمبر کو  چارج سنبھالنا ہوتا ہے۔ مجوزہ ترامیم سے اس شیڈول میں لچک پیدا ہوگی ۔ اجلاس کی نگرانی کے لیے فیفا اور ایشین فٹبال کنفیڈریشن (اے ایف سی) کا پانچ رکنی وفد بھی پاکستان پہنچےگا۔ پاکستان فٹبال فیڈریشن نے کانگریس اجلاس کے لیے ڈیپارٹمنٹس کو خط لکھ دیا ہے جبکہ صوبائی ایسوسی ایشنز کو انتخابات کے نتائج کے سرکاری نوٹس کے فوری بعد اجلاس میں بلانے کا نوٹس دیا جائےگا۔ ذرائع کا کہنا ہے کہ فٹبال کی عالمی تنظیم فیفا  پاکستان فٹبال فیڈریشن کی نارملائزیشن کمیٹی کو مارچ میں ایک خط کے ذریعے آئین میں جزوی ترامیم کا اختیار دے چکی ہے۔","sports"
"52"," پونٹنگ نے بابر کو فارم میں واپسی کیلئے کس بھارتی کرکٹر کا طریقہ اپنانے کا مشورہ دیا؟","https://urdu.geo.tv/latest/385961-","کینبرا: سابق آسٹریلوی کپتان  رکی پونٹنگ نے بابراعظم کوفارم میں واپس آنے کے لیے ویرات کوہلی  کا طریقہ کار دیکھنے کا مشورہ دیدیا۔ آئی سی سی ریویو میں اظہار خیال کرتے ہوئے رکی پونٹنگ نے کہا کہ بابراعظم کوایسا راستہ نکالنا چاہیے کہ فارم میں واپس آکرٹیسٹ  ٹیم میں جگہ بنائیں۔ انہوں نے کہا کہ بابر کو فارم کی بحالی کے لیے  ویرات کوہلی والا طریقہ  اپنانا چاہیے، ویرات نے تب اپنے آپ کو تروتازہ کرنے کے لیے کرکٹ سے وقفہ لیا تھا اور بابر کو بھی کچھ عرصے کےلیے کرکٹ سے دوری اختیارکرنی چاہیے۔ پاکستان کی مسلسل کپتان کی تبدیلی پر بات کرتے ہوئے سابق کرکٹر کا کہنا تھا کہ پی سی بی مسلسل کپتان تبدیل کررہا ہے، ایک دن شاہین پھر بابر اور اب رضوان کپتان ہیں۔ انہوں نے مزید کہا کہ وائٹ بال کرکٹ میں بہت ساری  تبدیلیاں کی گئیں، آپ اس طرح کے عدم استحکام کو نہیں دیکھنا چاہتے۔","sports"
"53","آصف کا ورلڈ ماسٹرز ایونٹ میں شاندار آغاز، تینوں میچز جیت کر ناک آؤٹ مرحلے میں پہنچ گئے","https://urdu.geo.tv/latest/385966-","ورلڈ اسنوکر چیمپئن شپ جیتنے کے بعد ماسٹرز ایونٹ میں محمد آصف نے شاندار آغاز کیا ہے۔ محمد آصف نے ماسٹرز میں گروپ کے ابتدائی 2 میچز جیتنے کے بعد اب تیسرا میچ بھی اپنے نام کرلیا ہے۔ محمد آصف نے ورلڈ ماسٹرز کے پہلے میچ میں افغانستان کے احمد رسولی کو 3-0 سے ہرایا اور افغان پلیئر کے خلاف محمد آصف نے 139 کا بریک بھی کھیلا۔ ماسٹرز ایونٹ میں گروپ کے دوسرے میچ میں آصف نے بھارت کے رجت کھنیجا کو شکست دی اور بھارتی کھلاڑی کے خلاف بھی آصف نے سنچری بریک کھیل کر 3-0 کی فتح سمیٹی۔ گروپ کے تیسرے میچ میں آصف نے آسٹریلیا کے اسٹیو ہینا کو شکست دی اور آخری گروپ میچ بھی بغیر کوئی فریم ڈراپ کے جیت لیا۔ گروپ کے تینوں میچز جیت کر محمد آصف ورلڈ ماسٹرز کے ناک آؤٹ راؤنڈ میں پہنچ گئے۔ آئی بی ایس ایف ورلڈ اسنوکر کے کوارٹر فائنل میں محمد آصف نے  یو اے ای کے محمد شہاب کو شکست دی محمد آصف نے تیسری مرتبہ آئی بی ایس ایف ورلڈ اسنوکر کے فائنل میں جگہ بنائی ہے، وہ 2012 اور 2019 میں ورلڈ اسنوکر فائنل جیت چکے ہیں ","sports"
"54","مکمل فٹ ہونے کے باوجود کریمپس کسی بھی وقت ہو سکتے ہیں: نسیم شاہ","https://urdu.geo.tv/latest/385965-","  قومی فاسٹ بولر نسیم شاہ کا کہنا ہے کہ مکمل فٹ ہونے کے باوجود کریمپس (درد) کسی بھی وقت ہو سکتے ہیں۔ ایڈیلیڈ میں میڈیا سے گفتگو کرتے ہوئے نسیم شاہ نے کہا کہ کریمپس ریکور ہونے میں زیادہ وقت نہیں لگتا، جب کریمپس پڑے تو وقت کم تھا اس لیے اوور مکمل نہیں کر سکا۔ انہوں نے کہا کہ پہلا ون ڈے قریب جا کر ہارے تھے، اُمید ہے کہ دوسرا ون ڈے جیت کر سیریز برابر کریں گے۔ نسیم شاہ پہلے ون ڈے میں اپنے 8 ویں اوور میں کریمپس کا شکار ہوئے تھے جس کے باعث وہ اوور مکمل نہیں کرا سکے تھے نسیم شاہ کا کہنا ہے کہ ایڈیلیڈ کی پیچ اچھی ہے، مثبت کرکٹ کھیلنا ہو گی، میچ کے بعد اس پر بات ہوئی کہ کن چیزوں کو بہتر کیا جا سکتا ہے۔ فاسٹ بولر نے مزید کہا کہ میچ کے بعد باتیں ہوتی ہیں کہ یارکر نہیں کی، فلاں بال نہیں کی، پچ کی کنڈیشن اور صورتِ حال کے مطابق بولنگ کر رہے تھے۔ ان کا یہ بھی کہنا ہے کہ جب بیٹنگ کے لیے جاتا ہوں تو کوشش ہوتی کہ وکٹ آسانی سے نہ دوں، کوشش ہوتی ہے آخری بال تک فائٹ کروں۔ واضح رہے کہ پاکستان اور آسٹریلیا کے درمیان دوسرا ون ڈے میچ کل کھیلا جائے گا، 3 میچز کی سیریز کا پہلا میچ آسٹریلیا نے جیتا تھا۔","sports"
"55","پاکستانی کیوئسٹ محمد آصف  نے تیسری مرتبہ  ورلڈ اسنوکر چیمپئن شپ جیت لی","https://urdu.geo.tv/latest/385861-","پاکستان کے ٹاپ کیوئسٹ محمد آصف نے دوحہ میں ہونیوالی آئی بی ایس ایف ورلڈ اسنوکر چیمپئن شپ جیت کر تیسری مرتبہ ورلڈ چیمپئن کا تاج اپنے سر سجایا۔ 42 سالہ کیوئسٹ محمد آصف نے  ورلڈ اسنوکر چیمپئن شپ میں بطور وائلڈ کارڈ کوالیفائر انٹری لی اور کوالیفائنگ راؤنڈ  کو جیتنے کے بعد مین راؤنڈ اور پھر ناک آؤٹ راؤنڈ میں شاندار پرفارمنس کا مظاہرہ کرتے ہوئے ٹائٹل اپنے نام کیا۔ فائنل میں آصف کا مقابلہ ایران  کے پلیئر علی  غاراگوزلو سے تھا، بیسٹ آف 9 فریم کے فائنل کا پہلا فریم آصف نے 25-70 کے اسکور سے اپنے نام کیا، دوسرے فریم میں علی نے کم بیک کیا اور 7 کے مقابلے میں 94 پوائنٹس لے کر مقابلہ ایک ۔ ایک سے برابر کیا۔ تیسرا فریم  محمد آصف نے 08-62 کے اسکور کے ساتھ جیت کر میچ میں دو ۔ ایک کی برتری لی، چوتھے فریم میں آصف نے حریف کو ایک گیند بھی پوٹ کرنے کا موقع نہ دیا اور 106 کا کلیئرنس بریک کھیل کر اسکور اپنے حق میں تین ۔ ایک کردیا ، یہ اس ٹورنامنٹ میں آصف کا چھٹا سنچری بریک تھا۔ پانچویں فریم میں بھی آصف کا پلہ بھاری رہا جس میں انہوں نے 12 کے مقابلے میں 82 پوائنٹس کے ساتھ کامیابی حاصل کی اور اپنی برتری کو مزید مستحکم کیا، چار ایک کے خسارے کے بعد ایرانی کیوئسٹ نے کچھ مزاحمت دکھائی،  چھٹا اور ساتواں فریم جیتا لیکن آٹھویں فریم میں محمد آصف نے 93 کے بریک کے ساتھ مقابلہ اپنے نام کرلیا ۔ یہ محمد آصف کے کیرئیر کا تیسرا انفرادی اور مجموعی طور پر پانچواں ورلڈ ٹائٹل ہے، وہ اس سے قبل 2012 اور 2019 میں بھی انفرادی ورلڈ چیمپئن شپ جیت چکے ہیں۔ 2024 کی چیمپئن شپ جیت کر انہوں نے بھارت  کے پنکج ایڈوانی کا تین انفرادی ورلڈ ٹائٹل کا ریکارڈ برابر کردیا ،  محمد آصف 3 انفرادی ٹائٹل کے علاوہ 2 ٹیم ٹائٹل بھی جیت چکے ہیں اور وہ پاکستان کے کامیاب ترین کیوئسٹ ہیں۔ ورلڈ ٹائٹل جیتنے پر پاکستان بلئیرڈ اینڈ اسنوکر ایسوسی ایشن کے صدر جاوید کریم اور چیئرمین عالمگیر شیخ   نے محمد آصف کو  مبارکباددی۔ صدر جاوید کریم نے کہا کہ محمد آصف نے   تیسری بار ورلڈ ٹائٹل جیت کر ثابت کردیا کہ وہ باصلاحیت کیوئسٹ ہیں، 3 بار ورلڈ چیمپئن بننا اعزاز کی بات ہے،  محمد آصف کیلئے کیش انعام کا اعلان جلد کیا جائے گا۔ پی بی ایس اے کے چیئرمین عالمگیر شیخ  نے محمد آصف کو مبارکباد دیتے ہوئے کہا کہ وطن واپسی پر محمد آصف کا شاندار استقبال کریں گے۔ محمد آصف نے تیسری مرتبہ آئی بی ایس ایف ورلڈ اسنوکر کے فائنل میں جگہ بنائی ہے، وہ 2012 اور 2019 میں ورلڈ اسنوکر فائنل جیت چکے ہیں آئی بی ایس ایف ورلڈ اسنوکر کے کوارٹر فائنل میں محمد آصف نے  یو اے ای کے محمد شہاب کو شکست دی ","sports"
"56","فخر زمان اِن دنوں کہاں مصروف ہیں؟ تصاویر کیساتھ پیغام جاری کردیا","https://urdu.geo.tv/latest/385862-","قومی کرکٹ ٹیم کے اوپننگ بیٹر فخر زمان نے حالیہ تنازع کے بعد سوشل میڈیا پر اپنی تصاویر کے ساتھ پیغام جاری کردیا۔ ، فخر  کی فٹنس اور ری ہیب کے حوالے سے متضاد خبریں گردش کر رہی تھیں تاہم اب ونہں نے اپنی ٹریننگ کی تصاویر سوشل میڈیا پر پوسٹ کیں۔ کرکٹر 2 ہفتوں سے نیشنل کرکٹ اکیڈمی میں ٹریننگ میں مصروف ہیں۔   فخر زمان اپنی فٹنس کو بہتر بنانے کے لیے  کوشاں ہیں، اوپننگ بیٹر نے  تصاویر کے ساتھ لکھا ہے کہ حد سے آگے بڑھنے کے لیے رکاوٹوں کو توڑنا ہے۔ خیال رہے کہ فخر زمان کو نہ سینٹرل کنٹریکٹ ملا اور نہ ہی وائٹ بال ٹیم میں جگہ مل سکی جب کہ سوشل میڈیا پوسٹ سے قبل فخر زمان کا نام کپتان کی دوڑ میں بھی لیا جا رہا تھا۔   فخر زمان نے انگلینڈ کے خلاف سیریز کے دو میچز میں بابر اعظم کو آرام دیے جانے پر پی سی بی کے فیصلے پر سوال اٹھایا تھا۔ انہوں نے سوشل میڈیا پر جاری بیان میں بھارتی کرکٹر ویرات کوہلی کی مثال دی تھی کہ جب وہ آؤٹ آف فارم تھے تو انہیں آرام نہیں دیا گیا تھا تو بابر کو کیوں دیا گیا جس کے بعد فخر کو شوکاز نوٹس جاری کیا گیا تھا۔ بعدازاں فخر زمان نے شوکاز نوٹس کا جواب دیتے ہوئے کہا کہ بابراعظم دنیا کے بہترین بیٹرز میں سے ایک ہیں، وہ اچھے دوست بھی ہیں اس لیے اظہار خیال کیا تھا۔ شوکاز نوٹس کے جواب میں فخر زمان نے کہا کہ پی سی بی کے سینٹرل کنٹریکٹ کا خیال ہے، ساتھی کھلاڑی سمجھ کر بات کی، میرا مقصد صرف یہ تھا کہ مشکل وقت میں بابر اعظم کو موقع ملنا چاہیےتھا۔ بعدازاں خبریں سامنے آئیں کہ انہیں دورہ آسٹریلیا کے لیے اسکواڈ حصہ نہیں بنایا گیا ہے کیونکہ وہ انجری کا شکار ہیں۔","sports"
"57","آئی سی سی نے ٹیسٹ پلیئرزکی رینکنگ جاری کردی","https://urdu.geo.tv/latest/385859-","انٹرنیشنل کرکٹ کونسل (آئی سی سی) نے ٹیسٹ پلیئرزکی  رینکنگ جاری کر دی۔ ٹیسٹ پلیئرز کی بیٹنگ رینکنگ  میں جو روٹ کا پہلا نمبر برقرار ہے جب کہ انگلینڈ کے ہیری بروک ایک درجے ترقی کے بعد تیسرے نمبر پر آ گئے۔ بھارت کے رشبھ پنت پانچ درجے ترقی کے بعد چھٹے نمبر پر آ گئے ہیں۔ نیوزی لینڈ کے ڈیرل  میچل 8 درجے ترقی کے بعد ساتویں نمبر پر آ گئے۔ اس کے علاوہ قومی کرکٹ ٹیم کے سابق کپتان بابر اعظم ایک درجے ترقی کے بعد 17 ویں نمبر پر موجود ہیں۔ سلمان آغا ایک درجے ترقی کے بعد 19 ویں نمبر پر آ گئے، محمد رضوان  دو  درجے ترقی کے بعد 20 ویں نمبر پر آ گئے۔ ٹیسٹ بولرز کی رینکنگ: ٹیسٹ بولروں میں ساؤتھ افریقا کے کگیسو ربادا کا پہلا نمبر برقرار ہے۔ آئی سی سی ٹیسٹ پلیئرز رینکنگ میں پاکستان کے نعمان علی کی نویں پوزیشن ہے۔ بھارت کے رویندرا جڈیجا دو درجے ترقی کے بعد چھٹے نمبر پر آ گئے، کیشو مہاراج چار درجے ترقی کے بعد 19 ویں نمبر پر آ گئے۔ ٹیسٹ آل راؤنڈرز میں بھارت کے رویندرا جڈیجا کا پہلا نمبر ہے۔","sports"
"58","سابق اولمپئنز کے پاکستان ہاکی کی بہتری کیلئے مفید مشورے","https://urdu.geo.tv/latest/385854-","پاکستان ہاکی ٹیم کے سابق کھلاڑیوں اولمپنئز اصلاح الدین اور اولمپئن ایاز محمود نے قومی ہاکی ٹیم کی بہتری کے لیے مشورے دیے ہیں۔ پاکستان ہاکی ٹیم کے سابق کپتان اولمپئن اصلاح الدین کا کہنا ہے کہ  دو فیڈریشنز کے قیام سے ہمیشہ کھیل اور کھلاڑی کو نقصان پہنچا ہے، فٹبال اور ایتھلیٹکس کی مثال سب کے سامنے ہے، اب ہاکی مین بھی دو فیڈریشنز کے ہوجانے سے قومی کھیل اور اس سے وابستہ کھلاڑیون کو ہی نقصان پہنچے گا۔ کراچی میں میڈیا سے گفتگو کرتے ہوئے اصلاح الدین کا کہنا تھا  ایسی صورت میں حکومتی عہداران کو چاہیے کے وہ دونون گروپس کو بلاکر ان کے درمیان مفاہمت کرائیں تاکہ کھیل کا میچ متاثر نہ ہو ۔ ان کا کہنا تھا اگر انہیں فیڈریشن میں اہم ذمہ داری دی گئی تو بہتر انداز مین کام کریں گے کیونکہ وہ ایف آئی ایچ میں کام کا تجربہ رکھتے ہیں، پاکستان ٹیم کے کوچز منیجر رہے تو اس وقت بھی اچھے نتائج سامنے آئے، اب اگر جو شخصیات  فیڈریشن میں لوگوں کو صدر نامزد کرتے ہیں اگر ان کا نام پیش کیا تو 4 سال مین ہی ٹیم کو فتح کی راہ پر گامزن کریں گے کیونکہ انہیں پاکستان ہاکی ٹیم کی خامیوں کا علم ہے اور وہ اس کا حل بھی جانتے ہیں۔ دوسری جانب اولمپئن ایاز محمود کا کہنا ہے کہ موجودہ ہاکی فیڈریشن کا کوئی وژن نہیں ہے، عبدالستار ہاکی اسٹیدیم میں جن پی ایچ ایف کے صدر نے پریس کانفرنس کی تو انہیں امید تھی کہ وہ 2025 کا ہاکی کا پلان پیش کریں گے، ہاکی کی ترقی کی بات کریں گے لیکن انہوں نے پانچ افراد پر پابندی لگادی، ان پابندیوں اور لڑائی جھگڑوں سے ملکی ہاکی کو شدید نقصان پہنچا ہے۔ ان کا کہنا تھا کہ لوگ کہتے ہیں کہ قومی کھیل ہاکی کو اس کھیل کے اولمپئنز نے برباد کیا، اب وہ بھی اس ہی نتیجے پر پہنچے ہیں کہ واقعی اولمپئنز ہاکی کی تباہی کا ذمہ دار ہیں جن کے پاس کوئی وژن ہی نہیں ہے وہی لوگ پھر ہاکی فیڈریشن میں آجاتے ہیں جو ماضی میں ناکام رہے، اگر کوئی اولمپئن واقعی کرپشن مین ملوث ہیں تو انہیں سزا دیکر ہاکی سے دور کیا جائے۔","sports"
"59","انگلینڈ کیخلاف پاکستان کی فتح میں علیم ڈار نے اہم کردار ادا کیا، کیا مشورے دیے؟","https://urdu.geo.tv/latest/385851-","کراچی: انگلینڈ کے خلاف ٹیسٹ سیریز میں پاکستان کی دو ایک کی جیت میں زیادہ تر کریڈٹ سابق ٹیسٹ فاسٹ بولر عاقب جاوید کو مل رہا ہے لیکن یہ بات بہت کم جانتے ہیں کہ عالمی شہرت یافتہ ٹیسٹ امپائر علیم ڈار بھی پچ کی تیاری اور ٹیم سلیکشن میں پیش پیش رہے، پونے چار سال بعد ہوم گراؤنڈ پر جیت میں ان کے بہت سے مشورے پاکستان ٹیم کے کام آئے۔ لوپروفائل میں رہنے والے علیم ڈار انکساری سے اپنے مشوروں کا کریڈٹ لینے سے کتراتے ہیں۔ امپائر کی حیثیت سے انہوں نے کھلاڑیوں اور دنیا بھر کے گراؤنڈز کی پچوں کا مشاہدہ کیا ہے، پی سی بی نے انہیں سلیکٹر بناکر انوکھا تجربہ کیا۔ اس سے قبل کوئی ریٹائرڈ امپائر کسی بھی ملک کی سلیکشن کمیٹی کا حصہ نہیں رہا۔ پی سی بی نے ملتان کے پہلے ٹیسٹ میں شکست کے بعد عاقب جاوید اور اظہر علی کے ساتھ ٹیسٹ امپائر اور سابق فرسٹ کلاس کرکٹر علیم ڈار کو سلیکٹر مقرر کیا، ان کی آمد پر کئی اعتراضات سامنے آئے لیکن علیم ڈار کے مشورے پاکستان کے کام آئے۔ کھلاڑیوں نے سلیکٹرز کی پالیسیوں کو عملی جامع پہنایا۔ علیم ڈار کا شاندار اور باوقار کیریئر ایک چوتھائی صدی پر محیط ہے۔ میدان میں اور میدان کے باہر حقیقی جنٹلمین کے طور پر دیکھے جانے والے علیم آئی سی سی امپائر آف دی ایئر (2011-2009) کیلیے ڈیوڈ شیفرڈ ٹرافی کے تین بار فاتح بھی ہیں۔ 56 سالہ علیم نے 1986 سے 1998 کے درمیان 17 فرسٹ کلاس اور 18لسٹ اے میچز کھیلے۔ انہوں نے 1998 کی قائداعظم ٹرافی کے دوران فرسٹ کلاس امپائرنگ کا آغاز کیا، 2003 سے 2023 تک آئی سی سی ایلیٹ امپائرنگ پینل میں شامل رہے، اور ریکارڈ 145 ٹیسٹ، 231 ون ڈے انٹرنیشنل، 72 ٹی 20انٹرنیشل، 5 ویمنزٹی 20 انٹرنیشنل، 181 فرسٹ کلاس اور 282 لسٹ اے میچز میں امپائرنگ کی ہے۔ ریٹائر ہونے کے فیصلے پر ان کا کہنا تھا کہ تقریباً 25 سال سے امپائرنگ میری زندگی رہی ہے اور میں نے اس نسل کے عظیم ترین کھلاڑیوں پر مشتمل چند انتہائی یادگار میچوں میں امپائرنگ کرنے کا اعزاز حاصل کیا ہے۔ حد درجہ مصدقہ ذرائع کا کہنا ہے کہ انگلینڈ کے خلاف ملتان کے پہلے ٹیسٹ میں شکست کے بعد سلیکشن کمیٹی کی پہلی میٹنگ میں علیم ڈار نے کرکٹ بورڈ اور ساتھی سلیکٹرز کو بتایا قانون کے مطابق ملتان ٹیسٹ کیلئے استعمال ہونے والی پچ پر دوسرا ٹیسٹ بھی کرایا جا سکتا ہے، یہ نکتہ کئی لوگوں کو حیران کر گیا۔ اس تجویز پر عاقب جاوید نے چیف کیوریٹر ٹونی ہیمنگ کے ساتھ پچ پر کام کیا، ٹیم سلیکشن میں بھی علیم ڈار نے کئی اچھے مشورے دیے۔ ملتان میں پاکستان نے دوسرا ٹیسٹ جیتا اور تیسرے ٹیسٹ کیلئے پچ کی تیاری کاکام شروع ہو ا تو یہ اعتراض اٹھایا گیا کہ اس پچ پر ہمیشہ فاسٹ بولرز کامیاب ہوتے رہے ہیں، اسپنر کچھ نہیں کر سکتے۔ عالمی میڈیا نے پنڈی ٹیسٹ سے قبل بڑے ہیٹرز اور پنکھوں کو پچ پر دیکھا، پچ کی تیاری کیلئے علیم ڈار اور عاقب جاوید نے دروازے بند کرکے بھی کام کیا، میچ شروع ہوا تو پچ نے اپنی سابقہ ریکارڈ کے برعکس پہلے ہی گھنٹے میں اسپن لینا شروع کردیا اور پاکستان نے اسپنرز نعمان علی اور ساجد خان کی تباہ کن بولنگ کی بدولت انگلینڈ کو 9وکٹ کی شکست سے دوچار کیا۔","sports"
"60","جاپانی سائنسدان لچکدار سولر سیلز تیار کرنے میں کامیاب","https://urdu.geo.tv/latest/386372-","جاپانی سائنسدانوں نے ایسے لچکدار سولر پینل کی تیاری میں پیشرفت کی ہے جس کو مستقبل میں وئیر ایبل ڈیوائسز کے لیے استعمال کیا جاسکے گا۔ جاپان کے Riken ریسرچ انسٹیٹیوٹ کے ماہرین نے لچکدار سولر سیلز کی تیاری پر کام کیا ہے۔ ماہرین کے مطابق یہ پلاسٹک بیگ جیسا ہوگا جسے کافی حد تک کھینچا جاسکے گا۔ انہوں نے لچکدار سولر سیلز کی تیاری کے لیے ION E نامی مرکب کو استعمال کیا۔ بہت زیادہ پتلے ہونے کے ساتھ ساتھ یہ میٹریل لچکدار بھی ہے جس سے اسے روزمرہ کی متعدد اشیا کا حصہ بنایا جاسکتا ہے۔ انہوں نے یہ مرکب سولر سیل کی الیکٹروڈ لیئر میں شامل کیا جس سے اس کی لچک بڑھ گئی جبکہ بجلی بنانے کی صلاحیت پر کوئی اثرات بھی مرتب نہیں ہوئے۔ تحقیقی ٹیم نے دریافت کیا کہ اس طریقہ کار سے توانائی پیدا کرنے کی 95 فیصد صلاحیت برقرار رہی۔ ماہرین نے بتایا کہ اب وہ زیادہ بڑے لچکدار سولر سیل تیار کرنے کی منصوبہ بندی کر رہے ہیں۔ اگر انہیں کامیابی حاصل ہوئی تو ایسی جدید ترین وئیر ایبل ڈیوائسز کی تیاری ممکن ہو جائے گی جن کو شمسی توانائی سے پاور فراہم کی جاسکے گی۔ ایسی ڈیوائسز کو ری چارج کرنے کی ضرورت بھی نہیں رہے گی یا بہت کم چارج کرنا پڑے گا جس سے بجلی کے استعمال میں کمی لانے میں بھی مدد ملے گی۔ اس حوالے سے تحقیق کے نتائج جرنل نیچر کمیونیکیشنز میں شائع ہوئے۔","science"
"61","گوگل سرچ میں ایک بہترین اے آئی فیچر صارفین کیلئے متعارف","https://urdu.geo.tv/latest/386300-","اس وقت جب اوپن اے آئی کی جانب سے سرچ انجن مارکیٹ میں چیٹ جی پی ٹی سرچ کے ذریعے قدم رکھا جا رہا ہے، وہاں دوسری جانب گوگل سرچ انجن کی بالادستی کو برقرار رکھنے کے لیے آرٹی فیشل انٹیلی جنس (اے آئی) ٹیکنالوجی کے استعمال کو بڑھایا جا رہا ہے۔ اس مقصد کے لیے گوگل سرچ میں رئیل ٹائم وائس ٹو سرچ فیچر کا اضافہ کیا جا رہا ہے۔ ایک رپورٹ میں بتایا گیا کہ گوگل کی جانب سے ایک نئے فیچر کی آزمائش کی جا رہی ہے۔ اس فیچر کے ذریعے صارفین گوگل موبائل ایپ میں گوگل سرچ سے بات چیت کرسکیں گے۔   رپورٹ کے مطابق صارف کو اپنے موبائل پر بول کر ایک سوال گوگل سرچ کو فراہم کرنا ہوگا اور کمپنی کی جانب سے اس کے جواب میں سرچ رزلٹس فراہم کیے جائیں گے۔ اس کے بعد آپ سرچ رزلٹس کے حوالے سے مزید سوالات پوچھ سکتے ہیں اور گوگل سرچ کی جانب سے رئیل ٹائم میں اپ ڈیٹس فراہم کی جائیں گی۔ خیال رہے کہ گوگل میں پہلے ہی وائس ٹو سرچ کا آپشن موجود ہے مگر ابھی آپ کسی موضوع پر صرف ایک بار ہی سرچ کرسکتے ہیں۔ مزید سوالات پوچھنے کے لیے وہ پورا عمل دوبارہ دہرانا پڑتا ہے۔ اس نئی اپ ڈیٹ کے بعد وائس ٹو سرچ میں ایک ہی موضوع کے بارے میں متعدد بار سرچ کرنا ممکن ہو جائے گا۔ صارفین کے سوالات پر گوگل کی جانب سے مسلسل سرچ لنکس اور اے آئی پر مبنی سمریز صارفین کے سامنے پیش کیے جائیں گے۔ یہ فیچر ابھی گوگل ایپ میں محدود صارفین کو دستیاب ہے اور ابھی واضح نہیں کہ اسے کب تک تمام صارفین کے لیے متعارف کرایا جاسکتا ہے۔","science"
